Provenance,Uniformity,Dataset Charaterstics,Metadata coupling,% of non duplicated rows,% of non missing cells,Unskewness,Number of Categorical Columns wrt all cols,Uncoorelation,DataQuality,MetricDataQuality,CalculatedDataQuality,ErrorPercentage,ComparisionFactor Threshold=5,ComparisionFactor Threshold=4,ComparisionFactor Threshold=3
68.1766786,98.03686413,99.71523604,97.48786196,99.31832751,47.75594886,87.71219756,6.015961055,63.95250681,97.49325529,76.42682811,94.39487907,17.96805096,17.96805096,17.96805096,17.96805096
67.02141619,97.37168824,95.65245863,18.51218233,95.72405603,11.11239057,96.3587236,12.50166534,57.18356609,89.38432091,57.07342257,88.80025486,31.72683229,31.72683229,31.72683229,31.72683229
98.77213654,97.39813681,96.12299011,66.40271428,92.21496829,83.17550792,99.67141094,1.861771384,99.0791719,99.31173321,89.59692863,96.47005904,6.873130407,6.873130407,6.873130407,6.873130407
37.68572189,98.90370614,92.08145703,57.59884977,66.23088354,68.01139899,99.91484498,18.93239514,47.12060034,95.0747596,59.8400967,91.54904221,31.70894551,31.70894551,31.70894551,31.70894551
98.84642246,99.93380853,87.99413382,77.60883358,99.67090036,49.35945785,89.94274517,31.43429923,99.70685518,97.60534607,86.23525819,94.3931821,8.157923911,8.157923911,8.157923911,8.157923911
61.78807351,97.84855177,94.61777314,39.48326582,78.77265379,45.0233758,84.44419457,0.390183768,99.25404058,95.91272549,67.78116915,92.08374338,24.30257423,24.30257423,24.30257423,24.30257423
41.32616515,99.32145379,95.69032235,75.44220349,64.4301418,74.73192608,99.40849209,25.78644719,98.58902121,96.62701934,73.02077056,93.76184689,20.74107633,20.74107633,20.74107633,20.74107633
82.75995713,98.35441497,88.80411933,81.74825203,81.94983973,99.7169073,60.74738192,0.269474406,81.4235173,99.10651325,82.60885291,96.32376073,13.71490782,13.71490782,13.71490782,13.71490782
84.09322284,97.18284695,94.08946813,36.22719043,52.47572199,34.18345206,75.67031768,23.72584435,99.81479322,93.74849337,63.87267626,90.33041031,26.45773405,26.45773405,26.45773405,26.45773405
77.47090842,98.67789635,97.30716139,45.14387683,76.64278562,99.24020619,72.32767748,16.78593393,99.86415098,97.51402866,79.48754909,94.63894794,15.15139884,15.15139884,15.15139884,15.15139884
97.49074199,97.27764193,99.06951898,99.73789267,91.30325336,53.21292614,95.67907163,18.60952551,99.45628926,98.50668473,88.81259886,95.789095,6.976496138,6.976496138,6.976496138,6.976496138
63.70507119,95.32422478,98.02583459,79.72005436,87.12236764,37.04506242,99.86836276,0.259947154,52.42259189,96.19980016,67.81603381,92.74495083,24.92891702,24.92891702,24.92891702,24.92891702
80.0621488,98.22748541,96.11976831,68.14281072,94.71608723,51.38398577,99.06152574,33.88498362,99.51799456,97.30065126,81.50204774,93.64171503,12.13966729,12.13966729,12.13966729,12.13966729
99.36442041,98.16633299,93.33319491,69.2118855,99.13225553,77.24078921,83.79198063,18.2166506,80.39269776,99.01424005,85.6934819,95.25517889,9.561696989,9.561696989,9.561696989,9.561696989
36.69450848,99.55379756,91.09113669,50.89096087,99.45400412,18.53924477,70.24243966,24.95789346,65.98812203,91.58277206,57.09181889,89.44169972,32.34988084,32.34988084,32.34988084,32.34988084
96.90829204,99.49411781,96.69320304,83.18917792,90.38918056,86.68773304,97.37176669,28.97953252,84.7207022,99.21144182,89.4041735,96.06085288,6.656679377,6.656679377,6.656679377,6.656679377
51.44331095,97.69320154,91.53989625,99.37068787,99.8594346,61.11183688,71.84307457,8.956634074,99.71041342,97.63239064,80.52973007,95.32825222,14.79852215,14.79852215,14.79852215,14.79852215
81.3715004,97.15512602,96.44652439,81.65294729,91.78736503,38.93323479,74.33927608,20.09284911,84.6012499,97.41005134,75.91858307,93.20401827,17.2854352,17.2854352,17.2854352,17.2854352
75.21873512,96.49141301,96.87002525,60.43549709,74.35031073,99.24082241,85.24648493,21.88978857,99.95168005,98.39469174,82.21696219,95.22367129,13.0067091,13.0067091,13.0067091,13.0067091
69.02885088,99.55612036,91.33232676,98.76105465,99.51837509,99.55097728,78.01601154,0.989949512,25.97340279,96.03747179,78.0023732,96.09915048,18.09677728,18.09677728,18.09677728,18.09677728
69.87006026,98.49429762,97.01309213,75.67563733,99.93875624,59.06934733,70.24316594,11.23653083,78.12902001,98.34272204,76.28580524,93.98248176,17.69667652,17.69667652,17.69667652,17.69667652
99.77926452,95.75815348,95.57732664,71.59743296,76.50525998,99.24484993,62.3799595,10.06292891,99.47540811,98.67747638,86.5928237,96.25548624,9.662662541,9.662662541,9.662662541,9.662662541
88.2868915,98.72583064,95.0683967,76.7593439,65.46877583,8.573172053,99.97682744,14.73852488,79.62882241,93.74484335,67.80373644,91.39526482,23.59152838,23.59152838,23.59152838,23.59152838
72.02074553,96.37981595,95.23581478,66.89892325,37.58392068,58.40033731,85.40493795,11.57314654,99.96039996,96.5102038,68.30281936,92.75337578,24.45055642,24.45055642,24.45055642,24.45055642
97.94972812,99.47800855,97.50186171,82.58854272,80.98567276,50.96521229,72.76607389,13.88810273,99.60913611,98.12217034,81.62640412,94.47494578,12.84854166,12.84854166,12.84854166,12.84854166
87.00079739,99.5216152,96.16120036,66.05997582,73.21542259,45.00126123,94.8259019,1.325561293,98.37757163,97.64157083,76.4155105,93.74195598,17.32644548,17.32644548,17.32644548,17.32644548
89.80313429,96.89269129,95.91303395,77.74987354,99.39582358,99.79337883,54.27505834,13.8926871,60.17785725,97.87936768,82.54245075,95.71123274,13.16878199,13.16878199,13.16878199,13.16878199
96.24370316,95.03568722,99.91706876,91.72542919,85.77393947,35.91935512,99.78132144,20.16975117,99.56590985,97.19032467,83.75506009,94.41678902,10.66172893,10.66172893,10.66172893,10.66172893
91.59675694,99.54545034,98.39217982,80.57656313,99.15417555,67.86510096,76.51629097,2.148428919,99.02291702,99.156539,86.79243652,95.9848147,9.192378179,9.192378179,9.192378179,9.192378179
59.90978214,96.89375987,88.38487361,73.40879764,88.82238877,85.01491914,95.06745888,0.7806026,70.11914076,98.91576029,77.25745128,95.16808191,17.91063063,17.91063063,17.91063063,17.91063063
67.7185565,96.95461196,99.43589407,95.26853018,78.48860358,99.32164208,99.69272453,4.828306441,70.67376572,98.94276153,83.08177359,96.71466248,13.63288889,13.63288889,13.63288889,13.63288889
54.15786802,99.65783292,93.00391721,79.75578546,78.88988182,99.00720171,99.5000099,18.71339225,99.04497525,98.30451175,83.17296406,96.03293698,12.85997292,12.85997292,12.85997292,12.85997292
23.02221791,96.78159913,91.29405401,88.65997329,76.94772552,19.43065262,99.4654428,31.88332233,96.52031234,91.31378081,64.13799917,91.23544418,27.097445,27.097445,27.097445,27.097445
72.06404487,98.71935236,96.32903522,66.85469198,99.35692415,99.49315939,99.26382228,10.28117811,99.29933012,98.9731596,88.78155755,96.67804516,7.896487602,7.896487602,7.896487602,7.896487602
56.77071108,95.56773036,99.18264381,155.3830655,50.44646957,23.2609173,94.20263617,0.99836764,84.687191,91.12820894,73.34227347,94.90830542,21.56603196,21.56603196,21.56603196,21.56603196
58.35452913,99.95878192,95.79648505,16.19909596,99.63027678,61.06309571,97.61436445,10.2803632,92.022772,93.92738246,70.59848757,92.09635702,21.49786945,21.49786945,21.49786945,21.49786945
80.51203583,98.49353612,98.54220167,84.03980202,72.18489359,65.5338088,93.70248482,18.98745361,82.9229818,98.85039719,78.45287278,94.42674651,15.97387373,15.97387373,15.97387373,15.97387373
99.37310608,98.35597394,98.01989984,59.01033653,99.45935079,31.06310573,89.97408008,23.15250249,99.67063081,95.81771587,80.37388031,92.9595531,12.58567278,12.58567278,12.58567278,12.58567278
148.2530181,96.29297947,98.87220329,92.6658543,99.45084378,84.9032917,99.99636041,3.925947624,58.56932285,97.28372727,97.71945992,97.84196957,0.122509649,#N/A,#N/A,#N/A
99.27411489,97.92397234,92.93040244,51.60151712,99.36631616,45.30521078,99.92285085,16.38666667,99.50150326,96.76319973,82.56446632,93.69498195,11.13051563,11.13051563,11.13051563,11.13051563
128.8009122,99.81172152,96.38314316,80.4394708,99.46305016,99.51130998,89.23578064,7.67400599,55.67404263,97.90878404,93.09223053,97.29488205,4.202651526,#N/A,4.202651526,4.202651526
33.12104806,94.96174564,95.36322646,96.3746177,86.27374565,90.38866567,67.44348137,13.12837441,56.89842506,96.21110975,70.98666286,94.64759986,23.660937,23.660937,23.660937,23.660937
55.62467239,97.25208654,97.7547274,60.62128101,65.39534598,99.08474643,99.88206375,2.666186764,73.32295468,97.62425084,73.4075925,94.75191341,21.34432091,21.34432091,21.34432091,21.34432091
59.59566736,95.31265524,96.43401746,72.07341513,99.8703586,80.24544395,84.90566118,16.0047073,93.99574161,98.65154212,81.62838976,95.12829622,13.49990646,13.49990646,13.49990646,13.49990646
87.80470681,98.73824726,97.4826981,87.63705616,71.86623763,70.46471832,99.0003661,8.242320958,65.96615798,98.84404362,78.67760837,94.96531403,16.28770567,16.28770567,16.28770567,16.28770567
67.57100888,99.33564729,87.56309072,98.20513507,94.18890853,37.60831206,97.87846503,14.86683619,72.73585386,96.92714246,76.21608911,93.85275789,17.63666878,17.63666878,17.63666878,17.63666878
83.10246771,96.87622849,95.17403788,77.1846998,99.78969407,93.70384258,65.10755406,31.96752942,60.16304769,97.79028919,81.37468331,94.86227745,13.48759413,13.48759413,13.48759413,13.48759413
92.29074491,98.84945727,95.54496486,72.82377803,55.34307207,96.29427153,69.56073245,6.876183715,49.57905791,97.35761075,72.65105677,94.44102912,21.78997235,21.78997235,21.78997235,21.78997235
94.84477386,97.72537256,94.87570778,18.6804872,56.72271676,99.56691693,58.51369139,29.24933996,84.83943685,93.51293524,71.02011035,92.36731786,21.34720751,21.34720751,21.34720751,21.34720751
55.69610353,98.20809164,98.48222885,68.4828041,99.26047798,55.6826875,99.32664483,5.466409255,80.74140401,97.56076961,75.11532005,93.90049161,18.78517156,18.78517156,18.78517156,18.78517156
98.46054686,98.17619725,94.81735863,84.94717862,99.97817793,25.71159533,91.07560358,34.99895643,74.83968241,95.42686222,79.08335299,92.82033208,13.7369791,13.7369791,13.7369791,13.7369791
38.3089327,96.98077791,94.82629447,73.21345679,99.35405415,30.29396059,96.050617,27.39586456,99.39252738,94.03855034,71.1851182,92.18626525,21.00114705,21.00114705,21.00114705,21.00114705
56.72835757,99.63916468,94.56748807,93.49383175,82.30506208,98.26073738,78.12082512,7.421854023,22.94849792,95.3126832,70.76881492,94.83924355,24.07042863,24.07042863,24.07042863,24.07042863
86.65293315,97.02945593,91.93143652,23.11613691,63.84073338,72.55232485,75.4484021,14.40090379,92.88446878,95.65138697,69.90428695,92.13903943,22.23475248,22.23475248,22.23475248,22.23475248
46.38038647,94.98584107,90.37913943,91.12987959,42.50099205,44.41417901,86.49638468,14.89281245,99.5265356,95.15259239,65.61010735,92.56477435,26.954667,26.954667,26.954667,26.954667
94.25278735,96.61846073,92.62119116,18.46684546,85.96235903,48.15366964,50.66501878,17.78466744,79.29908986,93.31899707,66.01438843,90.61207336,24.59768493,24.59768493,24.59768493,24.59768493
79.82363839,95.1599294,92.51950278,51.51387245,97.17810104,73.99074646,80.99952978,7.610054361,79.20691557,98.55379078,77.78733362,94.10149257,16.31415894,16.31415894,16.31415894,16.31415894
99.33746361,99.34544476,98.77737027,98.90082488,90.96253729,41.27127202,99.7879764,1.720861098,99.13796445,97.89276756,87.21208391,95.78087204,8.568788134,8.568788134,8.568788134,8.568788134
77.58809017,97.85779346,97.8215615,59.99571361,99.85949113,42.75268522,70.13805442,9.084927157,77.10737869,97.08110432,72.4107174,92.68987644,20.27915904,20.27915904,20.27915904,20.27915904
54.10033533,96.307778,95.36679235,66.53076712,99.90803236,90.89829687,83.93464434,15.70967405,80.16095078,98.23910426,79.05092263,94.95968672,15.90876409,15.90876409,15.90876409,15.90876409
84.26431063,97.51089139,95.52966568,58.97472692,99.33951552,99.60588097,79.60239519,32.69233192,99.1329387,98.12530356,88.06461512,95.57624997,7.511634852,7.511634852,7.511634852,7.511634852
75.28579382,96.66484038,92.70218036,98.9400782,80.19759323,57.3824,59.66662223,21.66697788,73.16708753,97.8600606,74.73327294,93.85660971,19.12333677,19.12333677,19.12333677,19.12333677
68.45114263,69.40306546,91.98596857,41.44141426,77.39120022,99.47368159,73.08788759,0.689941959,99.40860068,97.36661264,77.13058628,94.60032248,17.4697362,17.4697362,17.4697362,17.4697362
56.4127756,96.4888635,89.99186033,67.28758002,99.4359299,6.561384115,74.38563997,7.0725778,81.20198754,93.03208718,64.25194312,90.93780525,26.68586214,26.68586214,26.68586214,26.68586214
50.16256996,94.646799,98.6043365,54.72249945,99.47609668,73.35974014,92.6860531,9.067682021,57.97343687,96.85763202,70.40644581,93.2704022,22.86395639,22.86395639,22.86395639,22.86395639
73.03343726,98.97341092,85.92563387,0.434259085,3.188373404,99.38747084,71.72119371,8.137137327,86.6316962,86.4506727,55.00877301,90.6163176,35.60754459,35.60754459,35.60754459,35.60754459
68.95723426,97.81906931,91.59862101,69.85416294,59.92973808,87.89966375,87.65911841,40.85699671,99.28113623,97.28895126,77.84639844,93.98252405,16.13612562,16.13612562,16.13612562,16.13612562
58.59490541,96.81317386,93.79897685,85.03848448,47.83878595,93.23273115,66.73363222,60.06552951,35.89570962,92.2477876,63.58153318,91.85478143,28.27324825,28.27324825,28.27324825,28.27324825
65.89118558,94.89318046,98.94176236,83.59063325,99.27518597,37.03731182,72.35299914,7.765570948,35.44317374,94.90420735,65.52615246,92.17520473,26.64905227,26.64905227,26.64905227,26.64905227
46.66204798,97.81773396,92.14505852,66.38562525,99.60348481,70.32470256,99.64228484,28.96565489,97.1500412,96.93859276,78.62449558,94.02666223,15.40216665,15.40216665,15.40216665,15.40216665
39.13762333,96.78295633,90.11662881,9.683252035,99.32162441,99.96276058,94.32671476,25.30605378,94.12661903,92.06592544,72.59276155,92.84450602,20.25174446,20.25174446,20.25174446,20.25174446
58.44730727,95.04778019,94.61142052,80.74465677,99.66684778,99.71183768,99.34463731,20.12444756,79.52109422,98.54343031,84.91824823,96.17919602,11.26094779,11.26094779,11.26094779,11.26094779
47.57528086,97.96192012,98.7236194,68.934926,99.58694397,71.1451276,99.80486828,16.48105217,99.34314729,97.45478763,79.69050817,94.6612479,14.97073973,14.97073973,14.97073973,14.97073973
65.47066861,97.71338167,88.8053492,85.54629734,99.53468953,81.9135348,99.82596355,26.39038163,54.48623538,97.80284735,79.60009437,94.82863268,15.22853831,15.22853831,15.22853831,15.22853831
92.22099044,96.63448858,99.26984257,97.67733324,99.12981589,34.84214439,79.2302846,0.133400277,82.92212154,97.27289644,81.25919896,94.76710169,13.50790273,13.50790273,13.50790273,13.50790273
139.2026086,99.07228167,92.01876487,86.19160815,99.68128972,45.82838075,89.99651831,5.967684736,80.57617595,96.69736635,91.21528554,95.75153923,4.536253697,#N/A,4.536253697,4.536253697
58.90866007,95.19723754,98.92345553,22.90991492,86.55981032,99.69405227,65.89817353,0.264734651,54.96686752,94.44631508,66.02786185,92.8409526,26.81309075,26.81309075,26.81309075,26.81309075
98.25047294,98.20534736,99.29078232,92.65765614,99.90967254,84.2017981,99.85329684,31.38150572,90.96433025,99.22058919,93.89192785,96.73952464,2.847596798,#N/A,#N/A,#N/A
89.75758219,99.95835714,99.42166466,44.80637568,82.71154789,37.12915093,88.40786179,6.991367607,99.67730607,95.9413011,73.91384356,92.50624071,18.59239715,18.59239715,18.59239715,18.59239715
91.1835061,95.42952664,94.81965967,42.36200501,99.36826614,80.89642455,78.4906689,1.92808572,99.23078638,97.89124426,83.44571182,94.99413136,11.54841954,11.54841954,11.54841954,11.54841954
96.63382741,97.15711406,96.4419623,87.5138133,72.69993062,67.90485505,87.11269501,19.7862765,58.53295409,98.32377484,77.63584663,94.29102338,16.65517675,16.65517675,16.65517675,16.65517675
84.94334524,94.99650118,99.85203739,61.07097958,75.42362075,78.67022777,71.21578861,28.85891674,79.03836716,98.23709588,75.85266185,93.4897049,17.63704305,17.63704305,17.63704305,17.63704305
23.16895358,98.809077,96.56533514,68.19166989,89.01991101,99.5069187,79.70516298,4.400015849,99.83024648,95.77121573,75.66947671,95.32465127,19.65517457,19.65517457,19.65517457,19.65517457
38.52786462,97.92941752,91.62779265,85.9898898,81.86838066,97.46097072,60.22767272,28.14964268,89.92841021,96.56100217,75.93850378,94.80788025,18.86937646,18.86937646,18.86937646,18.86937646
68.29374445,96.7406829,93.43795772,49.90211669,99.10130351,99.71051671,71.16488412,5.030791745,84.39661125,97.96291063,80.03311413,95.19221691,15.15910279,15.15910279,15.15910279,15.15910279
87.36191062,99.27403301,88.32154539,46.64031162,34.54739006,66.16624323,69.10845645,3.88919428,99.94016833,95.62135835,67.24759598,92.49023518,25.2426392,25.2426392,25.2426392,25.2426392
69.97329598,97.87578222,92.78463088,0.004760371,84.70023085,71.94064118,77.61668296,44.37162217,70.06001512,90.92265462,63.62071312,89.85021336,26.22950024,26.22950024,26.22950024,26.22950024
86.84137742,96.57231829,94.90984423,85.17659789,99.28661846,60.0005405,59.57899098,0.073417969,98.79817877,98.39979753,83.4749487,95.44941987,11.97447117,11.97447117,11.97447117,11.97447117
52.5190263,96.62027309,95.090096,65.78557658,99.86435225,99.25143293,92.22076876,0.223349032,55.80260824,97.3962098,76.54396387,95.31601004,18.77204617,18.77204617,18.77204617,18.77204617
94.87735143,98.74047665,97.63865577,98.99669234,49.02177674,57.45774216,99.84023627,11.47836969,80.87952347,97.44850394,77.725747,94.64443716,16.91869017,16.91869017,16.91869017,16.91869017
48.13407971,97.17634988,93.12809306,84.33526661,93.41637386,34.51293361,83.60382536,36.51586481,99.88274547,95.0056374,73.17073513,92.4540613,19.28332618,19.28332618,19.28332618,19.28332618
87.63465603,97.7327113,91.52320812,96.29261409,67.24989715,69.27579184,99.28276719,0.397526743,99.05011362,99.0523426,84.57445005,96.20434949,11.62989944,11.62989944,11.62989944,11.62989944
55.39693699,95.86217214,90.60322956,98.68231542,82.28434837,7.519453293,81.75668879,17.14543842,96.08002283,93.21423684,68.94212943,92.04348486,23.10135542,23.10135542,23.10135542,23.10135542
85.94494994,99.05482632,93.03641993,81.12505009,96.9730135,66.41479592,49.13597372,32.36857668,46.60889365,96.01860104,73.32325454,93.05572434,19.7324698,19.7324698,19.7324698,19.7324698
57.90540517,99.88011965,94.17256528,68.18101831,99.07404557,83.64435838,99.75174795,33.06590378,85.46500612,97.74137388,81.23290661,94.59522904,13.36232243,13.36232243,13.36232243,13.36232243
46.84385637,98.03334251,93.19686181,89.02272081,99.76133451,-56.65993274,65.34737683,0.124631493,63.7703086,79.01550626,50.96287881,88.17427219,37.21139338,37.21139338,37.21139338,37.21139338
87.36576207,95.69690029,96.94908271,61.79442009,84.96590741,88.38632471,98.73157679,3.444874057,87.51654164,99.23095754,84.06474137,95.74182412,11.67708275,11.67708275,11.67708275,11.67708275
68.94718557,95.57074284,95.94649318,62.08430191,93.77912569,99.63261287,89.58520472,12.18396567,92.90510197,98.81288967,84.2975888,95.87252636,11.57493756,11.57493756,11.57493756,11.57493756
16.33566381,96.67812617,93.89683503,16.43218876,99.14754924,99.4278205,99.31683597,0.899137405,89.65010899,91.01110731,68.71332343,93.35974659,24.64642316,24.64642316,24.64642316,24.64642316
99.88211551,98.66168308,98.56827401,40.53085112,73.5776719,60.9790825,93.81105823,15.36951007,99.61268764,96.77540538,78.05554181,93.30350053,15.24795872,15.24795872,15.24795872,15.24795872
94.33749982,99.49675726,98.03153199,96.13823409,99.58838963,80.79307176,55.35951217,23.57820709,99.36326918,98.36779743,89.99811891,96.37346468,6.375345769,6.375345769,6.375345769,6.375345769
86.09828961,96.97395835,95.83262444,32.00859592,99.75480828,99.98457612,56.96939284,13.50805648,99.81142803,96.06405808,82.27673313,94.73164934,12.45491622,12.45491622,12.45491622,12.45491622
98.25259693,98.66962796,92.98430659,79.70078918,89.44516033,99.61961691,62.32664705,15.19875162,60.61808,98.32050772,83.3503602,95.80815085,12.45779065,12.45779065,12.45779065,12.45779065
66.59993839,99.77180619,97.05172258,68.99102181,99.01791666,56.51659641,98.60685872,0.780291923,78.09593145,98.09168627,76.82220199,94.26098508,17.4387831,17.4387831,17.4387831,17.4387831
84.55492559,96.07182678,95.22865242,99.52625445,99.79011726,99.26446747,87.16092647,0.550024938,42.06342939,97.93392336,84.83280623,97.00034733,12.1675411,12.1675411,12.1675411,12.1675411
67.71014955,96.39880593,91.16992673,69.80840494,99.83204355,99.60297523,89.22969695,14.93689928,94.13492496,98.95341033,86.57974052,96.26576227,9.686021745,9.686021745,9.686021745,9.686021745
38.49537223,97.35556859,99.05934585,62.44047987,99.61654387,44.79544242,69.66829722,1.291877366,99.38949849,95.31630482,69.39018916,92.86119475,23.47100559,23.47100559,23.47100559,23.47100559
67.47422666,97.41011776,93.46030243,68.58575634,93.70689905,73.97285213,50.65284287,21.38765146,91.12640341,97.70923958,76.42622704,93.88900837,17.46278133,17.46278133,17.46278133,17.46278133
60.02549963,97.06698586,90.54004321,30.07991542,99.70089721,32.26631993,52.12815226,7.915395534,55.83849334,92.67920913,57.15766438,89.69523572,32.53757133,32.53757133,32.53757133,32.53757133
60.21539391,99.6956746,99.17095481,51.89475589,74.83889365,96.36466663,99.00811626,16.56989176,99.01390852,97.50495399,78.87261728,94.80123586,15.92861858,15.92861858,15.92861858,15.92861858
85.25349075,98.32378228,99.58129493,99.28313171,99.26009428,13.83247626,64.4581058,1.473905267,28.06363417,91.44203519,65.53457347,92.00612408,26.47155061,26.47155061,26.47155061,26.47155061
39.94507983,96.12016896,97.55099809,44.01136703,99.85055412,62.62566407,52.8284046,24.73395499,81.93134239,94.50073742,65.36355909,91.55101267,26.18745359,26.18745359,26.18745359,26.18745359
49.5377452,97.90758443,91.18765977,90.07659106,98.44866129,62.33746273,75.03749753,20.00635166,90.00397646,97.66389473,77.37678175,94.37954294,17.00276118,17.00276118,17.00276118,17.00276118
88.05965726,99.41360741,92.41739934,98.31182285,92.00168095,34.89823612,85.2975595,19.35181122,99.75012697,97.14327614,82.7880994,94.44537212,11.65727272,11.65727272,11.65727272,11.65727272
77.15784347,98.27433326,95.29559893,90.42610798,52.73670601,36.23213032,86.86484782,21.16387148,68.31029909,96.10190333,66.67750365,92.10672038,25.42921673,25.42921673,25.42921673,25.42921673
98.72427283,97.95720652,96.18271985,23.39089089,42.1536986,99.29327176,99.85811263,11.02725403,74.96169268,94.10698509,71.8770655,93.24385364,21.36678814,21.36678814,21.36678814,21.36678814
60.20271826,97.25955745,92.60925296,57.61050718,48.87970916,99.74090995,67.24807395,0.253078495,84.21334403,97.13980851,69.29824833,94.13152884,24.83328051,24.83328051,24.83328051,24.83328051
128.690887,95.1935011,95.6289954,62.96971501,99.34825562,86.22205069,76.59558791,21.2921763,52.74194631,96.63599641,86.41965734,95.14162565,8.721968306,8.721968306,8.721968306,8.721968306
91.17300364,98.47515055,95.60459258,47.82681278,69.23241322,9.581397263,90.33640771,0.929022667,90.31692906,93.09578799,65.77059014,90.90094451,25.13035437,25.13035437,25.13035437,25.13035437
26.23774724,95.32600317,99.88191174,75.52348522,99.93815714,38.05769322,99.63154296,17.86115887,76.40409367,93.88290083,66.96106881,92.21721816,25.25614936,25.25614936,25.25614936,25.25614936
75.31127025,98.80170791,98.24282476,24.54887092,82.29583462,99.83033269,87.61324755,24.68040897,99.92311503,95.69198224,78.78185543,93.88948405,15.10762862,15.10762862,15.10762862,15.10762862
78.76513217,99.4503435,99.46303022,67.72182341,99.45483566,2.735883004,77.9498232,22.01997318,84.54572848,92.69920916,69.03676905,90.96148877,21.92471972,21.92471972,21.92471972,21.92471972
98.82733801,99.42500781,99.47526292,39.39066099,99.62009157,38.99409284,61.09755391,0.092652662,64.84511952,94.67783099,69.62921189,91.89921701,22.27000512,22.27000512,22.27000512,22.27000512
86.24075169,98.45412046,98.86103742,30.86247088,99.97200924,90.66488854,99.63763845,0.914404028,42.62135354,95.18062348,74.79942524,93.88781018,19.08838494,19.08838494,19.08838494,19.08838494
77.64549051,97.47414424,97.30577485,67.15982946,91.21585333,69.41695453,45.50719179,18.15512144,99.25282092,97.34978539,77.80636897,93.98175104,16.17538207,16.17538207,16.17538207,16.17538207
96.01942123,99.13782687,93.96209637,56.54718786,99.55303079,39.03833468,99.8332502,9.84748447,75.73871098,96.62292011,77.45764583,93.14961129,15.69196546,15.69196546,15.69196546,15.69196546
34.44883275,96.88262021,95.25581689,59.26544784,99.79999689,67.31123892,76.64915025,11.95740175,75.47813339,96.30523153,68.56888187,92.93880769,24.36992582,24.36992582,24.36992582,24.36992582
80.26942426,99.01646425,89.52487552,36.06804026,49.87876479,58.72815559,88.54583863,32.45075001,99.67670562,94.87770088,68.09353456,91.33420699,23.24067243,23.24067243,23.24067243,23.24067243
23.12208302,99.46567628,97.43899273,61.80823043,99.01656401,85.89474788,99.37955055,0.445926039,99.06799943,95.52354832,76.16654743,95.05401151,18.88746408,18.88746408,18.88746408,18.88746408
74.67015946,95.56505473,90.56338781,80.04777367,99.19285366,18.01307916,99.78706515,16.59283918,94.88190186,95.25976379,76.56171112,92.88470389,16.32299277,16.32299277,16.32299277,16.32299277
55.65580451,97.91495777,68.05411888,76.93148404,93.64245045,34.66645699,83.66830335,3.561746571,53.88893821,96.10193665,65.24621259,92.1099215,26.8637089,26.8637089,26.8637089,26.8637089
99.20754326,97.99939061,96.62212057,69.1661096,88.34385978,47.88187495,61.13290694,1.347264392,99.54067011,97.45823231,79.52705758,94.14927539,14.62221781,14.62221781,14.62221781,14.62221781
69.42744364,98.78872198,92.98717927,41.33528268,99.20915504,99.64595006,61.44359386,10.32568329,45.13179394,95.54858108,71.16695383,93.55890777,22.39195393,22.39195393,22.39195393,22.39195393
97.50258066,99.66287395,83.27621677,95.13590392,89.37661308,44.24592271,78.18804377,11.99601437,30.67570785,95.32428687,72.32585541,93.26797986,20.94212445,20.94212445,20.94212445,20.94212445
45.27108203,97.72978507,94.59014081,71.45888876,99.81420524,46.21555443,89.74973903,21.46205588,64.48829382,95.9656547,68.30647453,92.28013035,23.97365582,23.97365582,23.97365582,23.97365582
98.34333822,95.55155695,96.42685069,59.19231319,82.35351734,77.24304801,99.17048264,3.211550408,68.09924633,98.59334083,80.0033382,94.76161569,14.75827749,14.75827749,14.75827749,14.75827749
96.69994286,96.37168551,93.97930634,42.86459557,99.05977866,99.84874876,54.01706177,18.21560055,95.61197692,96.76437575,84.7616259,95.0882966,10.32667071,10.32667071,10.32667071,10.32667071
45.313996,97.3099624,98.77300974,61.31371427,99.05933007,99.37577715,99.18573687,17.56747979,99.06676915,97.24726227,82.72880084,95.62895298,12.90015214,12.90015214,12.90015214,12.90015214
86.36360245,98.42396989,99.01132401,97.66920076,99.51647144,53.92140574,99.53075319,40.93188514,99.41059501,97.5876147,88.59926238,95.09178008,6.492517696,6.492517696,6.492517696,6.492517696
95.41002035,97.05221914,98.27597168,98.36590719,99.1256898,99.18867432,99.99948023,15.31268687,67.61328734,99.27884459,92.44811188,97.55987011,5.11175823,5.11175823,5.11175823,5.11175823
70.81336953,98.16888522,99.91591377,49.14033725,52.94541907,88.43086809,99.85626677,13.86652686,91.43738563,97.06750996,73.56606933,93.83894208,20.27287275,20.27287275,20.27287275,20.27287275
78.12711345,98.76741755,97.64154603,71.88048961,98.64229614,99.75993006,99.98543661,23.68677683,64.79909233,98.43730715,84.71282312,95.75397741,11.04115429,11.04115429,11.04115429,11.04115429
88.81429346,99.0065677,99.33556629,43.4877086,81.64505385,89.65554768,84.44453231,12.28066099,69.19693586,97.77022304,76.59770588,94.03200851,17.43430263,17.43430263,17.43430263,17.43430263
36.83478283,99.60554512,91.53063981,55.15187553,17.89115436,88.67987809,98.52301418,4.37577241,92.98835555,92.59573168,61.13669962,92.78148391,31.64478429,31.64478429,31.64478429,31.64478429
